Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,17,MALVESTITI Michele,Schiacciatore,1998,198,BG,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,18,DE VITO Armando,Centrale,2000,202,RM,ITA,-,-,,,,
A3,2022/2023,SSD Sabaudia,Sabaudia,6,DE PAOLA Antonio,Schiacciatore,1988,192,LT,ITA,fino al 15/12/2022,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,-,CIARDO Federico Tommaso,Palleggiatore,2003,182,LE,ITA,dal 19/11/2022,proveniente da Aurispa Libellula Lecce,,,,
A3,2022/2023,Volley Marcianise,Marcianise,1,LUCARELLI Carlo,Schiacciatore,1996,193,NA,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,2,ORLANDO Giuseppe,Centrale,1998,191,CS,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,3,VETRANO Gavino,Centrale,1991,200,NA,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,4,VACCHIANO Marco,Libero,1988,175,NA,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,5,DE LUCA Giuseppe,Schiacciatore,1989,193,AV,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,7,BIZZARRO Giuseppe,Libero,1993,183,CE,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,8,LIBRARO Enrico,Schiacciatore,1983,193,NA,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,9,DE PRISCO Michele,Palleggiatore,1987,176,NA,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,14,LEONE Alfonso Maria,Schiacciatore,2000,197,CE,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,16,BONINA Giuseppe,Centrale,1995,190,ME,ITA,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,17,RUIZ Francisco,Schiacciatore,1991,178,ESP,ESP,-,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,11,SICILIANO Vincenzo,Schiacciatore,2003,187,CE,ITA,fino al 01/12/2022,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,10,LIBRARO Antonio,Palleggiatore,1981,190,NA,ITA,fino al 16/11/2022,-,,,,
A3,2022/2023,Volley Marcianise,Marcianise,13,CUCINO Attilio,Centrale,2004,198,SA,ITA,fino al 15/11/2022,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,1,MARRA Alberto,Centrale,1998,203,LE,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,2,FORTUNATO Nicola,Libero,1995,171,PZ,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,3,ARGENTA Andrea,Schiacciatore,1996,205,VR,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,4,RICCI MACCARINI Lorenzo,Palleggiatore,2003,190,BO,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,5,LYUTSKANOV Gordan,Schiacciatore,1997,196,BUL,BUL,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,6,PASQUALI Lorenzo,Centrale,2000,198,AP,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,7,PIETRONORIO Mariano,Schiacciatore,1999,192,AV,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,8,PISTOLESI Matteo,Palleggiatore,1995,194,TO,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,9,BARRETTA Francesco,Schiacciatore,2005,193,CE,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,10,DIANA Stefano,Centrale,1997,198,IS,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,13,GASPARINI Andrea,Schiacciatore,1996,200,CO,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,14,GATTO Mario,Centrale,2005,-,AV,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,17,IANNACCONE Dario,Schiacciatore,2001,198,RM,ITA,-,-,,,,
A3,2022/2023,Wow Green House Aversa,Aversa,18,DI MEO Edoardo,Libero,2002,178,-,ITA,-,-,,,,
