Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,O,Itas Trentino,Trento,15,Lavia Daniele,-,-,-,3,3,3 ,1,-,12,5,-2,21,4,2,26,1,0.46 ,0.27 ,26,2,1,10,0.38 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,O,Itas Trentino,Trento,22,Bartha Bela,-,-,-,-,-,-,*,-,-,-,-1,2,-,-,2,-,1.00 ,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,O,Itas Trentino,Trento,23,Resende Gualberto Flavio,-,-,-,4,4,4 ,2,-,12,3,6,14,1,-,-,-,-,-,17,1,1,10,0.59 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,56,1/12/2024,18:00,3583 ,€ 38455 ,O,Itas Trentino,Trento,25,Acquarone Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,1,Lee Woo-Jin,-,-,-,-,-,*,-,-,-,-,-1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,6,Rohrs Erik,-,-,-,6,4,-,-,-,8,4,4,3,-,-,9,1,0.22 ,0.22 ,13,-,2,7,0.54 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,7,Marttila Luka,-,-,-,*,*,6 ,3,-,8,2,-3,9,2,-,23,4,0.35 ,0.22 ,18,1,3,7,0.39 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,9,Lawani Ibrahim,-,-,-,-,*,-,-,-,-,-,-2,1,1,-,-,-,-,-,3,-,1,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,11,Mancini Filippo,-,-,-,-,-,*,5,-,-,-,-4,7,2,-,-,-,-,-,2,1,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,13,Beretta Thomas,-,-,-,1,5,-,-,-,-,-,-1,3,-,-,-,-,-,-,3,-,1,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,14,Kreling Fernando,-,-,-,2,6,2 ,-,-,1,-,-5,10,2,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,17,Picchio Matteo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,18,Di Martino Gabriele,-,-,-,-,*,1 ,4,-,5,1,-,7,2,-,-,-,-,-,7,-,-,3,0.43 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,19,Averill Taylor,-,-,-,4,2,4 ,1,-,5,2,-2,17,3,1,2,-,0.50 ,-,7,-,-,3,0.43 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,20,Gaggini Marco,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,20,3,0.45 ,0.35 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,24,Zaytsev Ivan,-,-,-,3,1,3 ,6,-,12,4,-2,15,5,-,23,3,0.43 ,0.13 ,22,-,3,11,0.50 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,C,Mint Vero Volley Monza,Monza,31,Szwarc Arthur,-,-,-,5,3,5 ,2,-,13,3,2,8,4,-,-,-,-,-,24,2,3,12,0.50 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,1,Piccinelli Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,2,Candellaro Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,3,Zoppellari Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,5,Cianciotta Nicola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,6,Giannelli Simone,-,-,-,4,4,6 ,4,-,12,8,8,21,1,2,1,-,-,-,9,-,-,6,0.67 ,-,4,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,7,Herrera Jaime Jesus,-,-,-,*,-,-,*,-,1,1,-4,7,3,1,-,-,-,-,1,-,1,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,8,Loser Agustin,-,-,-,6,6,2 ,6,-,8,5,-,13,2,2,1,-,1.00 ,1.00 ,7,-,1,4,0.57 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,10,Ben Tara Wassim,-,-,-,1,1,3 ,1,-,15,4,5,13,4,2,1,-,1.00 ,1.00 ,25,1,3,12,0.48 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,11,Solé Sebastian,-,-,-,-,*,5 ,3,-,2,2,-4,7,2,2,1,1,-,-,3,-,1,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,13,Colaci Massimo,L,-,-,*,*,*,*,-,-,-,-,-,-,-,11,-,0.55 ,0.45 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,14,Ishikawa Yuki,-,-,-,*,-,-,*,-,7,4,7,3,-,1,6,-,0.50 ,0.50 ,7,-,-,5,0.71 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,16,Semeniuk Kamil,-,-,-,2,2,4 ,2,-,9,3,2,14,3,-,16,1,0.38 ,0.38 ,19,1,-,7,0.37 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,17,Plotnytskyi Oleh,-,-,-,5,5,1 ,5,-,15,9,3,13,6,1,22,-,0.73 ,0.41 ,18,1,1,12,0.67 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,57,1/12/2024,16:00,4135 ,€ 54984 ,O,Sir Susa Vim Perugia,Perugia,19,Russo Roberto,-,-,-,3,3,-,-,-,5,1,-,9,1,1,-,-,-,-,6,-,-,3,0.50 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,1,Kaziyski Matey,-,-,-,5,5,-,-,-,4,2,-4,6,1,-,10,2,0.50 ,0.20 ,13,3,1,4,0.31 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,2,Staforini Matteo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,3,Larizza Jacopo,-,-,-,-,*,4 ,3,-,4,3,-3,9,1,-,-,-,-,-,3,2,-,1,0.33 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,4,Zonta Nicola,-,-,-,*,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,5,Catania Damiano,L,-,-,*,*,*,*,-,-,-,-,-,-,-,27,-,0.41 ,0.37 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,7,Reggers Ferre,-,-,-,4,4,5 ,4,-,33,12,23,19,4,2,1,-,-,-,54,2,2,30,0.56 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,10,Barotto Tommaso,-,-,-,*,*,-,*,-,4,2,4,-,-,-,-,-,-,-,4,-,-,4,1.00 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,11,Piano Matteo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,12,Schnitzer Jordan,-,-,-,3,3,-,-,-,1,-,-7,7,4,-,-,-,-,-,5,1,-,1,0.20 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,13,Gardini Davide,-,-,-,*,*,6 ,5,-,7,3,1,12,1,1,10,1,0.20 ,0.10 ,13,1,1,5,0.38 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,15,Otsuka Tatsunori,-,-,-,-,-,-,*,-,-,-,-1,4,-,-,4,-,0.75 ,-,2,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,16,Porro Paolo,-,-,-,1,1,2 ,1,-,5,4,-1,20,2,2,2,-,-,-,1,-,-,-,-,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,17,Louati Yacine,-,-,-,2,2,3 ,2,-,13,4,-1,15,3,2,22,3,0.55 ,0.23 ,28,1,2,11,0.39 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,C,Allianz Milano,Milano,18,Caneschi Edoardo,-,-,-,6,6,1 ,6,-,6,2,-1,16,3,2,1,-,1.00 ,1.00 ,5,1,-,4,0.80 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,3,Fanizza Alessandro,-,-,-,*,*,*,*,-,-,-,-1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,4,Finauri Alessandro,-,-,-,-,*,*,*,-,-,-,-1,-,-,-,3,1,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,7,Ramon Jordi,-,-,-,5,6,5 ,6,-,9,7,-12,14,4,2,24,3,0.29 ,0.08 ,29,4,1,6,0.21 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,8,Pace Domenico,L,-,-,*,*,*,*,-,-,-,-4,-,-,-,26,4,0.46 ,0.23 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,9,Tarumi Yuga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,10,Tosti Jacopo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,11,Faure Theo,-,-,-,4,5,4 ,5,-,27,7,17,14,3,1,-,-,-,-,46,1,4,26,0.57 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,12,Diamantini Enrico,-,-,-,6,1,6 ,1,-,6,1,-,9,1,-,-,-,-,-,7,1,-,5,0.71 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,14,Czerwinski Michael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,17,Baranowicz Michele,-,-,-,1,2,1 ,2,-,1,-,-6,21,4,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,18,Mazzone Daniele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,19,Rivas Willner,-,-,-,*,*,*,-,-,-,-,-3,2,2,-,2,1,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,20,Bayram Efe,-,-,-,2,3,2 ,3,-,15,5,2,20,5,2,30,2,0.40 ,0.17 ,23,2,2,12,0.52 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,58,7/11/2024,20:00,1230 ,€ 4262 ,O,Cisterna Volley,Cisterna,29,Nedeljkovic Aleksandar,-,-,-,3,4,3 ,4,-,11,1,-,16,3,-,4,-,0.75 ,0.25 ,10,-,1,8,0.80 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,1,Stefani Tommaso,-,-,-,*,*,5 ,-,-,6,2,2,3,-,-,-,-,-,-,15,1,3,6,0.40 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,2,Masulovic Veljko,-,-,-,5,3,*,-,-,9,2,-,6,2,-,-,-,-,-,18,3,3,7,0.39 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,3,Mayo Liberman Shay,-,-,-,-,*,-,-,-,-,-,-,1,-,-,1,-,1.00 ,1.00 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,4,Diez Benjamin,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,15,2,0.60 ,0.13 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,5,Falaschi Marco,-,-,-,2,6,2 ,-,-,-,-,-6,13,-,-,1,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,7,Sedlacek Marko,-,-,-,6,4,6 ,-,-,15,4,8,8,1,-,21,-,0.52 ,0.19 ,28,-,3,14,0.50 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,8,Plak Fabian,-,-,-,4,2,4 ,-,-,4,1,-5,12,4,-,-,-,-,-,4,-,-,3,0.75 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,9,Toscani Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,10,Galiazzo Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,11,Pedron Matteo,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,14,Orioli Mattia,-,-,-,-,*,-,-,-,-,-,-,-,-,-,1,-,1.00 ,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,17,Porro Luca,-,-,-,3,1,3 ,-,-,12,5,1,10,2,1,23,2,0.48 ,0.22 ,25,2,1,10,0.40 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,18,Truocchio Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,C,Sonepar Padova,Padova,22,Crosato Federico,-,-,-,1,5,1 ,-,-,6,1,-2,15,2,1,4,1,0.25 ,0.25 ,10,-,-,3,0.30 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,1,Zingel Aidan,-,-,-,4,2,4 ,-,-,2,-,-2,14,-,-,1,-,1.00 ,1.00 ,4,-,-,2,0.50 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,2,Cortesia Lorenzo,-,-,-,1,5,1 ,-,-,6,2,2,7,2,-,-,-,-,-,7,-,-,4,0.57 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,4,Dzavoronok Donovan,-,-,-,3,1,3 ,-,-,13,6,8,17,1,1,25,1,0.52 ,0.20 ,18,1,1,11,0.61 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,6,D'Amico Francesco,L,-,-,*,*,*,-,-,-,-,-,-,-,-,13,-,0.69 ,0.31 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,7,Abaev Konstantin,-,-,-,2,6,2 ,-,-,-,-,-4,9,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,9,Keita Noumory,-,-,-,5,3,5 ,-,-,25,9,12,12,3,2,1,-,1.00 ,-,33,1,5,19,0.58 ,-,4,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,10,Chevalier Martin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,11,Sani Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,12,Jensen Mads Kyed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,13,Spirito Luca,-,-,-,*,-,*,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,15,Bonisoli Pietro,L,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,17,Vitelli Marco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,19,Mozic Rok,-,-,-,6,4,6 ,-,-,13,4,9,13,1,-,17,1,0.59 ,0.24 ,25,-,1,10,0.40 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,59,1/12/2024,20:30,2925 ,€ 14294 ,O,Rana Verona,Verona,21,Zanotti Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,1,Santangelo Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,2,Luzzi Davide,L,-,-,*,*,*,*,*,-,-,-4,-,-,-,44,4,0.39 ,0.18 ,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,3,Held Tim,-,-,-,5,6,1 ,6,3,16,3,-4,16,3,-,34,4,0.26 ,0.18 ,29,1,5,16,0.55 ,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,4,Alletti Aimone,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,5,Hofer Brodie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,6,Rizzo Marco,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,7,D'Heer Wout,-,-,-,3,4,5 ,4,1,9,3,-,17,3,2,-,-,-,-,6,-,1,4,0.67 ,-,3,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,8,Balestra Cosimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,9,Gironi Fabrizio,-,-,-,1,2,3 ,2,5,16,5,-2,19,4,1,2,2,-,-,39,2,6,14,0.36 ,-,1,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,10,Lanza Filippo,-,-,-,2,3,4 ,3,6,20,7,3,17,6,3,12,1,0.25 ,0.25 ,33,4,1,15,0.45 ,-,2,,,,
2024/2025,SuperLega,Regular_Season,1st,10,-,60,1/12/2024,16:00,1585 ,€ 11636 ,C,Gioiella Prisma Taranto,Taranto,11,Alonso Roamy,-,-,-,6,1,2 ,1,4,13,5,1,15,3,2,2,-,0.50 ,-,13,-,2,8,0.62 ,-,3,,,,
