Season,Division,Championship,Phase,Day,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,
2025/2026,SuperLega,Regular_Season,1st,4,21,2/11/2025 ,19:30 ,2.943 ,€ 19.101 ,O,Vero Volley Monza ,Monza,1,3,8,5,16,15,21,18,25,22,7,8,13,16,17,21,19,25,7,8,15,16,18,21,21,25,5,8,16,14,21,20,26,28,-,-,-,-,-,-,-,-,64,21,-6,92,19,5,85,5,0.44,0.13,119,7,15,50,0.42,-,9,,,,Tinet Prata di Pordenone ,Prata
2025/2026,SuperLega,Regular_Season,1st,4,22,2/11/2025 ,18:00 ,4.792 ,€ 78.092 ,C,Valsa Group Modena ,Modena,1,3,8,6,16,15,20,21,20,25,6,8,16,13,21,16,25,18,6,8,12,16,18,21,20,25,4,8,13,16,16,21,20,25,-,-,-,-,-,-,-,-,63,25,2,86,28,8,75,7,0.49,0.25,98,11,6,48,0.49,-,7,,,,Valsa Group Modena ,Modena
2025/2026,SuperLega,Regular_Season,1st,4,22,2/11/2025 ,18:00 ,4.792 ,€ 78.092 ,O,Sir Susa Scai Perugia ,Perugia,3,1,6,8,15,16,21,20,25,20,8,6,13,16,16,21,18,25,8,6,16,12,21,18,25,20,8,4,16,13,21,16,25,20,-,-,-,-,-,-,-,-,52,25,-3,92,17,6,58,9,0.43,0.24,85,4,7,40,0.47,-,6,,,,Vero Volley Monza ,Monza
2025/2026,SuperLega,Regular_Season,1st,4,23,2/11/2025 ,17:00 ,2.220 ,€ 10.760 ,C,Sonepar Padova ,Padova,3,1,8,6,16,11,21,17,25,22,8,5,16,15,21,20,26,24,6,8,11,16,14,21,20,25,6,8,16,13,21,20,25,21,-,-,-,-,-,-,-,-,64,27,-3,94,22,4,71,9,0.38,0.18,86,11,3,46,0.53,-,14,,,,Viridex Sabaudia ,Sabaudia
2025/2026,SuperLega,Regular_Season,1st,4,23,2/11/2025 ,17:00 ,2.220 ,€ 10.760 ,O,Yuasa Battery Grottazzolina ,Grottazzolina,1,3,6,8,11,16,17,21,22,25,5,8,15,16,20,21,24,26,8,6,16,11,21,14,25,20,8,6,13,16,20,21,21,25,-,-,-,-,-,-,-,-,57,23,-13,93,22,9,72,6,0.43,0.15,107,8,14,45,0.42,-,3,,,,Virtus Aversa ,Aversa
2025/2026,SuperLega,Regular_Season,1st,4,24,1/11/2025 ,18:00 ,3.184 ,€ 37.538 ,C,MA Acqua S.Bernardo Cuneo ,Cuneo,2,3,8,3,16,10,21,18,27,25,8,4,16,9,21,14,25,18,3,8,7,16,12,21,15,25,5,8,10,16,17,21,20,25,1,5,0,0,0,0,10,15,68,24,4,98,20,3,86,5,0.38,0.19,129,14,14,57,0.44,-,8,,,,Yuasa Battery Grottazzolina ,Grottazzolina
2025/2026,SuperLega,Regular_Season,1st,4,24,1/11/2025 ,18:00 ,3.184 ,€ 37.538 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,3,2,3,8,10,16,18,21,25,27,4,8,9,16,14,21,18,25,8,3,16,7,21,12,25,15,8,5,16,10,21,17,25,20,5,1,0,0,0,0,15,10,70,25,14,107,21,4,78,5,0.54,0.28,106,6,8,52,0.49,-,14,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,25,16/11/2025 ,17:00 ,3.719 ,€ 25.569 ,C,Itas Trentino ,Trento ,3,0,8,4,16,10,21,18,25,20,8,4,16,13,21,18,25,22,8,4,16,10,21,18,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,18,23,75,16,2,52,2,0.46,0.08,73,1,1,48,0.66,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,25,16/11/2025 ,17:00 ,3.719 ,€ 25.569 ,O,Vero Volley Monza ,Monza,0,3,4,8,10,16,18,21,20,25,4,8,13,16,18,21,22,25,4,8,10,16,18,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,9,3,63,11,2,59,2,0.46,0.27,85,4,7,40,0.47,-,1,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,26,16/11/2025 ,16:00 ,5.017 ,€ 51.204 ,C,Sir Susa Scai Perugia ,Perugia,2,3,7,8,16,15,19,21,23,25,8,6,16,11,21,15,25,17,6,8,13,16,19,21,23,25,8,4,16,9,21,14,25,16,5,4,0,0,0,0,12,15,63,27,-10,108,19,7,68,12,0.35,0.04,93,5,7,50,0.54,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,26,16/11/2025 ,16:00 ,5.017 ,€ 51.204 ,O,Rana Verona ,Verona,3,2,8,7,15,16,21,19,25,23,6,8,11,16,15,21,17,25,8,6,16,13,21,19,25,23,4,8,9,16,14,21,16,25,4,5,0,0,0,0,15,12,73,25,-4,98,30,10,89,9,0.46,0.17,117,13,6,56,0.48,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,27,16/11/2025 ,18:00 ,3.170 ,€ 38.165 ,C,Gas Sales Bluenergy Piacenza ,Piacenza,3,0,8,5,16,12,21,17,29,27,8,5,16,11,21,17,28,26,6,8,16,15,21,18,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,23,11,80,23,8,63,5,0.41,0.11,84,3,6,48,0.57,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,27,16/11/2025 ,18:00 ,3.170 ,€ 38.165 ,O,Cucine Lube Civitanova ,Lube,0,3,5,8,12,16,17,21,27,29,5,8,11,16,17,21,26,28,8,6,15,16,18,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,19,-8,77,14,4,57,9,0.42,0.16,70,4,7,36,0.51,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,28,16/11/2025 ,19:00 ,1.651 ,€ 9.262 ,C,Cisterna Volley ,Cisterna,3,2,8,6,15,16,21,20,26,24,8,5,14,16,17,21,19,25,6,8,9,16,13,21,16,25,6,8,12,16,19,21,37,35,5,4,0,0,0,0,15,11,74,19,-9,113,35,1,95,10,0.52,0.23,117,9,2,64,0.55,-,9,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,28,16/11/2025 ,19:00 ,1.651 ,€ 9.262 ,O,Valsa Group Modena ,Modena,2,3,6,8,16,15,20,21,24,26,5,8,16,14,21,17,25,19,8,6,16,9,21,13,25,16,8,6,16,12,21,19,35,37,4,5,0,0,0,0,11,15,74,24,-7,120,25,10,78,2,0.62,0.4,116,13,9,62,0.53,-,2,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,29,15/11/2025 ,18:00 ,2.158 ,€ 10.148 ,C,Sonepar Padova ,Padova,2,3,5,8,13,16,15,21,17,25,6,8,13,16,18,21,20,25,8,6,16,15,19,21,29,27,8,4,16,12,21,16,25,21,2,5,0,0,0,0,10,15,70,15,11,102,17,3,92,2,0.48,0.22,130,12,6,62,0.48,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,29,15/11/2025 ,18:00 ,2.158 ,€ 10.148 ,O,Allianz Milano ,Milano,3,2,8,5,16,13,21,15,25,17,8,6,16,13,21,18,25,20,6,8,15,16,21,19,27,29,4,8,12,16,16,21,21,25,5,2,0,0,0,0,15,10,81,24,19,112,20,2,85,5,0.48,0.21,127,10,5,73,0.57,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,30,16/11/2025 ,18:00 ,1.704 ,€ 13.245 ,C,Yuasa Battery Grottazzolina ,Grottazzolina,0,3,8,5,16,14,20,21,21,25,8,6,16,14,21,18,25,27,7,8,11,16,14,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,15,-7,66,14,6,59,7,0.44,0.27,73,10,5,36,0.49,-,4,,,,,
2025/2026,SuperLega,Regular_Season,1st,5,30,16/11/2025 ,18:00 ,1.704 ,€ 13.245 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,3,0,5,8,14,16,21,20,25,21,6,8,14,16,18,21,27,25,8,7,16,11,21,14,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,20,11,75,16,6,52,6,0.56,0.35,67,2,4,41,0.61,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,31,9/11/2025 ,18:00 ,3.823 ,€ 39.697 ,C,Cucine Lube Civitanova ,Lube,3,0,7,8,16,11,21,13,25,20,8,5,16,13,19,21,26,24,8,7,16,14,21,20,26,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,19,5,75,16,6,49,4,0.39,0.18,71,4,5,39,0.55,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,31,9/11/2025 ,18:00 ,3.823 ,€ 39.697 ,O,Rana Verona ,Verona,0,3,8,7,11,16,13,21,20,25,5,8,13,16,21,19,24,26,7,8,14,16,20,21,24,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,14,-6,70,21,3,59,6,0.25,0.07,76,4,5,39,0.51,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,32,9/11/2025 ,20:30 ,2.718 ,€ 27.824 ,C,Gas Sales Bluenergy Piacenza ,Piacenza,2,3,8,4,16,12,21,15,25,20,8,3,16,8,21,9,25,11,4,8,11,16,17,21,21,25,8,5,11,16,14,21,21,25,2,5,0,0,0,0,8,15,67,24,-2,101,24,5,78,6,0.45,0.18,115,8,10,55,0.48,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,32,9/11/2025 ,20:30 ,2.718 ,€ 27.824 ,O,Sir Susa Scai Perugia ,Perugia,3,2,4,8,12,16,15,21,20,25,3,8,8,16,9,21,11,25,8,4,16,11,21,17,25,21,5,8,16,11,21,14,25,21,5,2,0,0,0,0,15,8,63,24,-,95,17,4,77,6,0.35,0.12,111,12,7,49,0.44,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,33,19/11/2025 ,20:30 ,1.661 ,€ 7.616 ,C,Allianz Milano ,Milano,3,0,8,6,16,11,21,15,25,17,6,8,16,11,21,15,25,18,8,6,16,11,21,19,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,22,19,73,11,3,44,2,0.64,0.45,78,4,5,44,0.56,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,33,19/11/2025 ,20:30 ,1.661 ,€ 7.616 ,O,Yuasa Battery Grottazzolina ,Grottazzolina,0,3,6,8,11,16,15,21,17,25,8,6,11,16,15,21,18,25,6,8,11,16,19,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,9,-9,58,14,2,62,5,0.42,0.19,74,7,7,33,0.45,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,34,9/11/2025 ,18:00 ,2.744 ,€ 27.693 ,C,Valsa Group Modena ,Modena,3,0,8,7,16,14,21,19,25,22,8,4,16,14,21,17,25,20,8,4,16,11,21,14,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,19,14,73,15,8,44,2,0.59,0.39,62,8,1,37,0.6,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,34,9/11/2025 ,18:00 ,2.744 ,€ 27.693 ,O,Sonepar Padova ,Padova,0,3,7,8,14,16,19,21,22,25,4,8,14,16,17,21,20,25,4,8,11,16,14,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,5,-16,61,17,2,58,9,0.33,0.16,65,6,7,33,0.51,-,1,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,35,8/11/2025 ,18:00 ,1.689 ,€ 11.084 ,C,Vero Volley Monza ,Monza,2,3,5,8,12,16,16,21,18,25,8,6,16,10,21,17,25,18,8,5,16,14,21,17,25,23,5,8,10,16,17,21,21,25,4,5,0,0,0,0,13,15,67,28,-3,103,18,7,82,8,0.51,0.27,117,5,15,52,0.44,-,8,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,35,8/11/2025 ,18:00 ,1.689 ,€ 11.084 ,O,Cisterna Volley ,Cisterna,3,2,8,5,16,12,21,16,25,18,6,8,10,16,17,21,18,25,5,8,14,16,17,21,23,25,8,5,16,10,21,17,25,21,5,4,0,0,0,0,15,13,80,37,4,104,22,8,85,10,0.51,0.18,118,12,8,57,0.48,-,15,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,36,8/11/2025 ,20:30 ,3.868 ,€ 50.408 ,C,MA Acqua S.Bernardo Cuneo ,Cuneo,1,3,8,6,16,15,21,19,25,21,6,8,12,16,15,21,18,25,5,8,8,16,13,21,19,25,8,6,16,15,20,21,23,25,-,-,-,-,-,-,-,-,65,14,11,86,22,1,81,3,0.49,0.31,115,7,7,63,0.55,-,1,,,,,
2025/2026,SuperLega,Regular_Season,1st,6,36,8/11/2025 ,20:30 ,3.868 ,€ 50.408 ,O,Itas Trentino ,Trento ,3,1,6,8,15,16,19,21,21,25,8,6,16,12,21,15,25,18,8,5,16,8,21,13,25,19,6,8,15,16,21,20,25,23,-,-,-,-,-,-,-,-,66,23,38,94,13,3,64,2,0.48,0.22,91,5,1,56,0.62,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,37,23/11/2025 ,18:00 ,4.197 ,€ 57.750 ,C,Itas Trentino ,Trento ,3,1,8,3,16,13,21,17,25,21,8,6,16,10,21,13,25,16,8,7,16,14,21,19,27,29,7,8,16,13,21,16,25,23,-,-,-,-,-,-,-,-,80,31,22,103,17,7,78,5,0.46,0.22,120,12,6,63,0.53,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,37,23/11/2025 ,18:00 ,4.197 ,€ 57.750 ,O,Sir Susa Scai Perugia ,Perugia,1,3,3,8,13,16,17,21,21,25,6,8,10,16,13,21,16,25,7,8,14,16,19,21,29,27,8,7,13,16,16,21,23,25,-,-,-,-,-,-,-,-,56,17,5,90,12,5,86,7,0.38,0.15,120,7,10,45,0.38,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,38,23/11/2025 ,19:00 ,4.927 ,€ 30.748 ,C,Rana Verona ,Verona,3,0,6,8,16,15,21,20,25,22,8,7,16,12,21,16,25,19,8,4,16,10,21,15,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,23,14,73,21,8,47,1,0.55,0.26,72,4,2,43,0.6,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,38,23/11/2025 ,19:00 ,4.927 ,€ 30.748 ,O,Vero Volley Monza ,Monza,0,3,8,6,15,16,20,21,22,25,7,8,12,16,16,21,19,25,4,8,10,16,15,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,7,-20,61,14,-,52,9,0.35,0.1,65,1,6,31,0.48,-,2,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,39,22/11/2025 ,18:00 ,1.377 ,€ 6.992 ,C,Cisterna Volley ,Cisterna,0,3,8,5,16,13,19,21,21,25,5,8,13,16,15,21,18,25,6,8,11,16,18,21,24,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,12,-5,64,17,3,62,14,0.31,0.24,58,4,4,32,0.55,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,39,22/11/2025 ,18:00 ,1.377 ,€ 6.992 ,O,Allianz Milano ,Milano,3,0,5,8,13,16,21,19,25,21,8,5,16,13,21,15,25,18,8,6,16,11,21,18,26,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,23,16,75,13,10,47,4,0.55,0.4,71,3,10,40,0.56,-,4,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,40,23/11/2025 ,17:00 ,2.723 ,€ 31.958 ,C,Sonepar Padova ,Padova,3,2,8,6,16,13,21,17,25,22,4,8,13,16,18,21,20,25,5,8,12,16,18,21,23,25,8,5,16,11,21,14,25,23,5,1,0,0,0,0,19,17,74,25,14,111,20,3,86,10,0.51,0.21,120,4,10,57,0.48,-,14,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,40,23/11/2025 ,17:00 ,2.723 ,€ 31.958 ,O,Cucine Lube Civitanova ,Lube,2,3,6,8,13,16,17,21,22,25,8,4,16,13,21,18,25,20,8,5,16,12,21,18,25,23,5,8,11,16,14,21,23,25,1,5,0,0,0,0,17,19,85,29,8,113,27,10,91,5,0.57,0.24,124,8,14,65,0.52,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,41,23/11/2025 ,19:00 ,1.235 ,€ 8.433 ,C,Yuasa Battery Grottazzolina ,Grottazzolina,0,3,4,8,10,16,12,21,14,25,4,8,9,16,12,21,15,25,4,8,8,16,14,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,1,-15,49,9,-,60,11,0.3,0.22,59,2,9,27,0.46,-,1,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,41,23/11/2025 ,19:00 ,1.235 ,€ 8.433 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,3,0,8,4,16,10,21,12,25,14,8,4,16,9,21,12,25,15,8,4,16,8,21,14,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,29,34,73,13,10,40,-,0.5,0.28,62,6,1,45,0.73,-,9,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,42,23/11/2025 ,16:00 ,3.304 ,€ 38.704 ,C,MA Acqua S.Bernardo Cuneo ,Cuneo,2,3,4,8,14,16,20,21,23,25,5,8,16,14,21,19,25,22,6,8,11,16,16,21,18,25,8,7,16,15,21,20,36,34,0,5,0,0,0,0,10,15,60,19,-23,113,31,4,81,11,0.36,0.15,104,9,10,50,0.48,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,7,42,23/11/2025 ,16:00 ,3.304 ,€ 38.704 ,O,Valsa Group Modena ,Modena,3,2,8,4,16,14,21,20,25,23,8,5,14,16,19,21,22,25,8,6,16,11,21,16,25,18,7,8,15,16,20,21,34,36,5,0,0,0,0,0,15,10,78,26,-2,120,39,9,82,5,0.38,0.15,117,11,6,59,0.5,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,43,30/11/2025 ,18:00 ,3.790 ,€ 26.766 ,C,Sir Susa Scai Perugia ,Perugia,3,0,8,7,16,13,21,17,25,18,7,8,16,12,21,17,25,23,8,7,15,16,21,19,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,22,20,74,12,4,47,2,0.53,0.3,75,4,1,47,0.63,-,4,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,43,30/11/2025 ,18:00 ,3.790 ,€ 26.766 ,O,Cisterna Volley ,Cisterna,0,3,7,8,13,16,17,21,18,25,8,7,12,16,17,21,23,25,7,8,16,15,19,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,9,-,62,15,2,62,4,0.5,0.31,74,4,4,41,0.55,-,1,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,44,30/11/2025 ,17:00 ,2.917 ,€ 25.825 ,C,Cucine Lube Civitanova ,Lube,3,0,8,7,16,12,21,16,25,20,8,3,16,9,21,10,25,13,7,8,16,14,21,16,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,28,18,73,16,13,43,4,0.63,0.33,63,6,3,37,0.59,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,44,30/11/2025 ,17:00 ,2.917 ,€ 25.825 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,0,3,7,8,12,16,16,21,20,25,3,8,9,16,10,21,13,25,8,7,14,16,16,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,7,-20,53,10,4,57,14,0.26,0.12,59,8,6,21,0.36,-,3,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,45,30/11/2025 ,18:00 ,5.631 ,€ 58.412 ,C,Allianz Milano ,Milano,0,3,5,8,14,16,18,21,24,26,5,8,8,16,13,21,16,25,4,8,12,16,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,8,-2,62,12,2,66,3,0.45,0.2,93,10,10,37,0.4,-,6,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,45,30/11/2025 ,18:00 ,5.631 ,€ 58.412 ,O,Itas Trentino ,Trento ,3,0,8,5,16,14,21,18,26,24,8,5,16,8,21,13,25,16,8,4,16,12,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,17,14,75,9,1,50,2,0.52,0.18,75,6,6,43,0.57,-,10,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,46,30/11/2025 ,18:00 ,2.922 ,€ 27.865 ,C,Valsa Group Modena ,Modena,3,1,7,8,16,13,21,15,25,18,7,8,13,16,19,21,21,25,8,6,16,14,21,16,25,18,4,8,16,15,21,17,25,18,-,-,-,-,-,-,-,-,69,34,13,95,16,6,62,7,0.56,0.31,98,11,4,52,0.53,-,11,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,46,30/11/2025 ,18:00 ,2.922 ,€ 27.865 ,O,Yuasa Battery Grottazzolina ,Grottazzolina,1,3,8,7,13,16,15,21,18,25,8,7,16,13,21,19,25,21,6,8,14,16,16,21,18,25,8,4,15,16,17,21,18,25,-,-,-,-,-,-,-,-,51,17,-12,81,19,7,79,7,0.38,0.15,97,5,11,40,0.41,-,4,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,47,30/11/2025 ,17:00 ,3.436 ,€ 31.267 ,C,Sonepar Padova ,Padova,1,3,8,7,16,14,20,21,24,26,8,5,16,13,21,17,26,24,6,8,13,16,17,21,22,25,8,5,16,15,21,20,25,27,-,-,-,-,-,-,-,-,64,25,6,98,16,7,74,11,0.28,0.15,100,9,7,46,0.46,-,11,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,47,30/11/2025 ,17:00 ,3.436 ,€ 31.267 ,O,Rana Verona ,Verona,3,1,7,8,14,16,21,20,26,24,5,8,13,16,17,21,24,26,8,6,16,13,21,17,25,22,5,8,15,16,20,21,27,25,-,-,-,-,-,-,-,-,74,25,4,100,26,10,82,9,0.41,0.13,102,6,11,57,0.56,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,48,29/11/2025 ,20:00 ,2.262 ,€ 14.324 ,C,Vero Volley Monza ,Monza,0,3,8,5,14,16,20,21,23,25,8,6,16,14,21,19,23,25,7,8,11,16,15,21,17,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,9,1,64,14,1,61,6,0.46,0.26,85,5,8,35,0.41,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,8,48,29/11/2025 ,20:00 ,2.262 ,€ 14.324 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,3,0,5,8,16,14,21,20,25,23,6,8,14,16,19,21,25,23,8,7,16,11,21,15,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,19,12,74,13,6,50,1,0.62,0.32,72,5,7,41,0.57,-,8,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,49,3/12/2025 ,20:30 ,3.304 ,€ 22.422 ,C,Itas Trentino ,Trento ,3,0,8,6,14,16,21,18,25,21,8,7,16,15,21,19,25,20,8,3,16,11,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,18,10,74,13,6,44,6,0.39,0.11,61,3,3,34,0.56,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,49,3/12/2025 ,20:30 ,3.304 ,€ 22.422 ,O,Valsa Group Modena ,Modena,0,3,6,8,16,14,18,21,21,25,7,8,15,16,19,21,20,25,3,8,11,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,11,-6,63,19,5,61,6,0.39,0.18,71,6,7,36,0.51,-,3,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,50,3/12/2025 ,20:30 ,2.954 ,€ 16.286 ,C,Rana Verona ,Verona,3,0,6,8,16,14,21,16,25,19,8,7,16,13,21,16,25,20,8,5,16,12,21,16,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,20,16,73,19,6,43,2,0.63,0.33,66,4,3,43,0.65,-,7,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,50,3/12/2025 ,20:30 ,2.954 ,€ 16.286 ,O,Cisterna Volley ,Cisterna,0,3,8,6,14,16,16,21,19,25,7,8,13,16,16,21,20,25,5,8,12,16,16,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,3,-13,59,16,1,54,7,0.33,0.17,65,2,7,29,0.45,-,3,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,51,3/12/2025 ,20:30 ,1.801 ,€ 10.581 ,C,Gas Sales Bluenergy Piacenza ,Piacenza,3,0,8,4,16,9,21,19,25,21,6,8,15,16,21,18,25,20,8,5,16,13,21,16,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,25,17,74,14,6,51,5,0.51,0.14,71,4,3,43,0.61,-,11,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,51,3/12/2025 ,20:30 ,1.801 ,€ 10.581 ,O,Sonepar Padova ,Padova,0,3,4,8,9,16,19,21,21,25,8,6,16,15,18,21,20,25,5,8,13,16,16,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,10,-8,60,9,4,60,6,0.42,0.22,74,3,11,34,0.46,-,3,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,52,3/12/2025 ,20:30 ,1.265 ,€ 12.884 ,C,Yuasa Battery Grottazzolina ,Grottazzolina,0,3,6,8,14,16,17,21,23,25,7,8,15,16,20,21,21,25,7,8,12,16,15,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,15,3,67,17,4,61,7,0.41,0.18,76,7,5,39,0.51,-,4,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,52,3/12/2025 ,20:30 ,1.265 ,€ 12.884 ,O,Sir Susa Scai Perugia ,Perugia,3,0,8,6,16,14,21,17,25,23,8,7,16,15,21,20,25,21,8,7,16,12,21,15,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,22,9,73,12,7,50,4,0.52,0.22,75,5,4,38,0.51,-,5,,,,,
2025/2026,SuperLega,Regular_Season,1st,9,53,3/12/2025 ,20:45 ,1.972 ,€ 15.652 ,C,Vero Volley Monza ,Monza,3,1,8,6,16,12,21,20,25,23,8,4,16,12,21,18,25,21,4,8,13,16,20,21,21,25,8,5,16,9,21,11,25,14,-,-,-,-,-,-,-,-,70,31,13,93,14,8,67,6,0.51,0.25,109,8,7,49,0.45,-,13,,,,,
