Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,
2025/2026,A1,Regular_Season,2nd,5,-,3125,4/1/2026 ,17:00 ,1.763 ,-,O,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,18,Straube Sarah,-,-,-,4,-,*,-,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,1,Braga Guimaraes Gabriela,-,-,-,2,5,3,3,-,24,11,17,15,-,1,20,1,0.55 ,0.40 ,43 ,2 ,4,21,0.49 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,4,Zhu Ting,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,5,Scognamillo Serena,-,-,-,*,-,*,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,6,Ewert Jenna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,10,De Gennaro Monica,L,-,-,*,*,*,*,-,-,-,-6,-,-,-,20,6,0.55 ,0.40 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,11,Haak Isabelle,-,-,-,4,1,5,5,-,25,8,19,16,4,2,-,-,-,-,41 ,2 ,-,21,0.51 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,13,Munarini Matilde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,14,Wolosz Joanna,-,C,-,1,4,2,2,-,1,1,-,27,1,1,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,15,Adigwe Merit Chinenyenwa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,16,Daalderop Nika,-,-,-,*,-,-,*,-,-,-,-1,-,-,-,1,1,-,-,2 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,18,Chirichella Cristina,-,-,-,6,3,1,1,-,10,4,7,17,2,1,1,1,-,-,9 ,-,-,6,0.67 ,-,3 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,19,Fahr Sarah,-,-,-,3,6,4,4,-,11,6,9,9,1,-,-,-,-,-,15 ,-,1,7,0.47 ,-,4 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,21,Forte Alessia 0,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,C,Prosecco Doc A.Carraro Imoco Conegliano,Imoco Volley Conegliano,23,Sillah Fatoumatta,-,-,-,5,2,6,6,-,12,5,6,14,4,-,29,-,0.59 ,0.31 ,29 ,2 ,-,11,0.38 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,3,Cambi Carlotta,-,-,-,3,4,1,2,-,1,1,-,16,1,-,-,-,-,-,2 ,-,-,1,0.50 ,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,4,Herbots Britt,-,-,-,4,5,2,3,-,12,4,7,17,2,-,51,2,0.57 ,0.31 ,32 ,1 ,-,12,0.38 ,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,5,Squarcini Federica,-,-,-,2,3,6,1,-,5,4,-2,10,5,1,1,-,1.00 ,-,10 ,-,2,2,0.20 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,6,De Nardi Giulia,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,10,1,0.40 ,0.40 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,8,Leonardi Giulia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,9,Alsmeier Lina,-,-,-,*,*,*,*,-,-,-,-2,2,-,-,4,1,0.25 ,0.25 ,6 ,-,1,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,10,Ishikawa Mayu,-,-,-,1,2,5,6,-,6,2,-1,15,2,1,22,3,0.41 ,0.18 ,19 ,1 ,1,5,0.26 ,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,11,Mims Taylor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,13,Bonifacio Sara,-,C,-,5,6,3,4,-,7,-,7,10,-,-,1,-,-,-,12 ,-,-,7,0.58 ,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,14,Carraro Giulia,-,-,-,-,*,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,16,Baijens Indy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,17,Tolok Tatiana,-,-,-,6,1,4,5,-,31,7,18,13,3,3,-,-,-,-,59 ,2 ,8,25,0.42 ,-,3 ,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,18,Costantini Veronica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,5,-,3126,4/1/2026 ,18:00 ,5.344 ,-,O,Igor Gorgonzola Novara,Igor Novara,98,Melli Giulia,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,3,Cambi Carlotta,-,-,-,1,5,1,2,-,2,2,1,17,1,1,-,-,-,-,2 ,-,-,-,-,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,4,Herbots Britt,-,-,-,*,*,5,6,-,10,3,2,10,-,-,19,4,0.58 ,0.37 ,19 ,3 ,1,10,0.53 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,5,Squarcini Federica,-,-,-,-,-,*,1,-,4,2,3,7,-,-,-,-,-,-,4 ,1 ,-,3,0.75 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,6,De Nardi Giulia,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,16,1,0.50 ,0.38 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,8,Leonardi Giulia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,9,Alsmeier Lina,-,-,-,2,6,2,3,-,18,9,9,14,3,-,28,3,0.64 ,0.39 ,31 ,2 ,1,16,0.52 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,10,Ishikawa Mayu,-,-,-,5,3,-,-,-,2,1,-2,6,1,-,8,1,0.13 ,0.13 ,11 ,2 ,-,1,0.09 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,11,Mims Taylor,-,-,-,*,*,*,*,-,1,1,1,1,-,-,-,-,-,-,2 ,-,-,1,0.50 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,13,Bonifacio Sara,-,C,-,3,1,3,4,-,5,-,1,21,1,-,1,1,-,-,10 ,-,2,5,0.50 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,14,Carraro Giulia,-,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,16,Baijens Indy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,17,Tolok Tatiana,-,-,-,4,2,4,5,-,20,8,10,11,2,1,-,-,-,-,41 ,5 ,3,17,0.41 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,18,Costantini Veronica,-,-,-,6,4,6,-,-,4,2,3,7,1,-,-,-,-,-,3 ,-,-,2,0.67 ,-,2 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,C,Igor Gorgonzola Novara,Igor Novara,98,Melli Giulia,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,1,Bridi Ulrike,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,2,Dodson Anna,-,-,-,5,5,5,1,-,15,6,10,11,4,1,-,-,-,-,16 ,-,1,11,0.69 ,-,3 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,3,Malual Adhuoljok John Majak,-,-,-,3,3,3,5,-,10,-,-,9,3,-,-,-,-,-,28 ,6 ,1,10,0.36 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,5,Siftar Mija,-,-,-,*,-,*,*,-,1,-,-1,4,1,-,-,-,-,-,2 ,1 ,-,1,0.50 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,6,D'Odorico Sofia,-,-,-,4,4,4,6,-,9,2,-2,20,3,2,36,2,0.58 ,0.25 ,31 ,1 ,5,7,0.23 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,7,Sylves Amandha,-,-,-,-,-,*,4,-,4,2,2,1,1,-,-,-,-,-,7 ,-,1,3,0.43 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,8,Bussoli Silvia,-,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,9,Battistoni Ilaria,-,-,-,6,6,6,2,-,-,-,-1,17,1,-,-,-,-,-,1 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,10,Moro Ilenia,L,-,-,*,*,*,*,-,-,-,-,-,-,-,19,-,0.84 ,0.58 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,12,Harbin Danielle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,15,Scialanca Rebecca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,18,Akrari Yasmina,-,-,-,2,2,2,*,-,9,2,6,14,2,1,-,-,-,-,9 ,1 ,-,5,0.56 ,-,3 ,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,21,Davyskiba Anna,-,-,-,1,1,1,3,-,16,9,9,14,3,1,30,2,0.57 ,0.43 ,39 ,1 ,1,15,0.38 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3128,10/12/2025 ,20:00 ,2.311 ,-,O,Wash4green Monviso Volley,Pallavolo Pinerolo,23,Reknere Elza,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,1,Ortolani Serena,-,C,-,3,3,3,3,3,13,7,9,21,-,-,-,-,-,-,32 ,3 ,1,12,0.38 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,2,Bracchi Martina,-,-,-,-,-,-,*,*,1,-,-,3,-,-,2,-,0.50 ,-,6 ,1 ,-,1,0.17 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,4,Nicolini Cecilia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,5,Zhuang Yushan,-,-,-,4,1,1,1,1,16,4,5,16,1,1,48,3,0.50 ,0.27 ,51 ,5 ,2,14,0.27 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,6,Brancher Edinara,-,-,-,-,-,-,*,*,4,-,2,2,-,-,-,-,-,-,6 ,2 ,-,3,0.50 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,9,Parini Sveva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,11,Kochurina Elizaveta,-,-,-,5,5,5,5,5,19,7,14,18,3,1,-,-,-,-,23 ,2 ,-,12,0.52 ,-,6 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,12,Tellone Agata,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,13,Panetoni Sara,L,-,-,*,*,*,-,*,-,-,-,-,-,-,6,-,0.67 ,0.33 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,16,Caruso Sara,-,-,-,2,2,2,2,2,11,6,9,21,2,1,1,-,-,-,13 ,-,-,5,0.38 ,-,5 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,17,Nardo Alice,-,-,-,1,4,4,4,4,19,6,9,15,5,-,38,-,0.55 ,0.21 ,54 ,3 ,2,15,0.28 ,-,4 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,18,Straube Sarah,-,-,-,6,6,6,6,6,2,-,-,16,2,-,-,-,-,-,5 ,-,-,2,0.40 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,1,Bresciani Giulia,-,C,-,*,*,-,*,*,-,-,-,-,-,-,4,-,0.25 ,0.25 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,3,Batte Ilaria,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,4,Sismondi Ludovica,-,-,-,-,-,-,3,3,3,1,2,6,1,-,1,-,-,-,2 ,-,-,2,1.00 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,5,Kokkonen Suvi Katriina,-,-,-,1,6,4,5,*,10,2,-,16,2,1,29,2,0.41 ,0.17 ,36 ,2 ,4,9,0.25 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,6,Kockarevic Isidora,-,-,-,*,*,*,2,2,11,5,3,12,1,-,12,1,0.50 ,0.17 ,32 ,3 ,3,11,0.34 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,7,Bonelli Asia,-,-,-,6,5,3,1,1,2,1,-1,16,2,-,-,-,-,-,5 ,-,1,1,0.20 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,8,Mazzon Alessia,-,-,-,5,4,2,6,6,10,3,8,12,1,-,1,-,1.00 ,-,20 ,-,1,9,0.45 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,9,Piomboni Nicole,-,-,-,4,3,1,*,5,22,7,15,13,2,-,26,1,0.27 ,0.12 ,42 ,2 ,2,21,0.50 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,10,Ornoch Natasza,-,-,-,-,-,*,*,4,1,1,-2,7,2,-,-,-,-,-,3 ,-,1,1,0.33 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,14,Caforio Giorgia,L,-,-,*,*,*,*,*,-,-,-2,-,-,-,26,2,0.54 ,0.15 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,15,Crawford Caroline Paige,-,-,-,2,1,5,-,-,3,1,-,14,2,-,-,-,-,-,7 ,-,1,2,0.29 ,-,1 ,
2025/2026,A1,Regular_Season,2nd,6,-,3132,10/1/2026 ,21:00 ,800 ,-,O,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,17,Decortes Clara,-,-,-,3,2,6,4,*,17,2,5,13,1,-,-,-,-,-,45 ,6 ,5,17,0.38 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,1,Antunovic Karla,-,-,-,*,-,-,*,*,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,2,Degradi Alice,-,-,-,-,-,-,*,*,-,-,-,1,-,-,2,-,1.00 ,1.00 ,1 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,4,Kunzler Laura,-,-,-,4,6,1,1,1,13,4,-,19,2,-,57,6,0.60 ,0.39 ,29 ,3 ,2,13,0.45 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,5,Spirito Ilaria,-,C,-,*,*,*,*,*,-,-,-2,-,-,-,11,2,0.73 ,0.45 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,7,Ferrarini Sofia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,8,Bonafede Carola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,9,Alberti Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,10,Van Aalen Sarah,-,-,-,3,5,6,6,6,2,-,-1,15,2,-,-,-,-,-,3 ,1 ,-,2,0.67 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,11,Nervini Stella,-,-,-,1,3,4,4,4,20,5,14,16,2,-,25,-,0.68 ,0.40 ,55 ,3 ,1,20,0.36 ,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,12,Bah Halimatou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,2nd,6,-,3129,11/1/2026 ,16:00 ,3.438 ,-,C,Reale Mutua Fenera Chieri '76,Fenera Chieri '76,13,Németh Anett,-,-,-,6,2,3,3,3,21,8,11,18,4,2,-,-,-,-,49 ,5 ,1,17,0.35 ,-,2 ,
