Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,7,Lopetrone Massimiliano,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,8,Saitta Davide,-,-,-,2,5,4 ,5,-,4,1,-1,14,1,-,-,-,-,-,2,-,-,1,0.50 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,10,Innocenzi Andrea,-,-,-,4,1,6 ,1,-,8,2,1,13,1,-,-,-,-,-,8,1,-,5,0.63 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,11,Motta Tommaso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,12,Ciaramita Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,14,Laganà Domenico,-,-,-,5,2,1 ,2,-,18,8,5,21,5,1,-,-,-,-,30,1,2,17,0.57 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,23,Lazzaretto Enrico,-,-,-,6,3,2 ,3,-,21,6,7,13,4,1,12,-,0.67 ,0.33 ,33,2,5,18,0.55 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,29,Rigirozzo Simone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,7 ,,1235,7/12/2025 ,16:00 ,732 ,€ 4.140 ,O,Domotek Reggio Calabria ,Reggio Calabria,35,Parrini Giulio,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,1,De Santis Saverio,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,14,1,0.43 ,0.43 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,2,Mancinelli Matteo,-,-,-,-,-,-,*,2,1,-,-1,6,1,-,14,1,0.57 ,0.57 ,5,-,-,1,0.20 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,4,Spinello Thomas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,5,Guarienti Zappoli Enrico,-,-,-,2,5,6 ,5,-,17,5,4,9,2,-,21,2,0.48 ,0.29 ,35,2,3,16,0.46 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,6,Presta Luca,-,-,-,6,3,4 ,3,6,9,2,6,19,1,1,1,-,-,-,11,-,-,7,0.64 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,7,Lopetrone Massimiliano,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,8,Saitta Davide,-,-,-,1,4,5 ,4,1,4,3,-1,14,-,-,-,-,-,-,4,1,-,3,0.75 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,10,Innocenzi Andrea,-,-,-,3,6,1 ,6,3,7,2,-,10,-,-,1,-,-,-,9,2,-,5,0.56 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,11,Motta Tommaso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,12,Ciaramita Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,14,Laganà Domenico,-,-,-,4,1,2 ,1,4,27,13,10,24,4,5,-,-,-,-,51,6,5,21,0.41 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,23,Lazzaretto Enrico,-,-,-,5,2,3 ,2,5,15,9,1,19,4,-,37,1,0.68 ,0.41 ,42,2,2,13,0.31 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,29,Rigirozzo Simone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,C,Domotek Reggio Calabria ,Reggio Calabria,35,Parrini Giulio,-,-,-,*,-,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,3,Mariano Romolo,-,-,-,1,1,1 ,4,1,19,10,7,25,2,2,25,3,0.48 ,0.40 ,43,2,1,16,0.37 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,5,Marra Alberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,6,Frumuselu Cristian,-,-,-,5,5,5 ,2,5,9,2,-1,11,-,-,1,-,-,-,9,-,1,6,0.67 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,7,Sette Felice,-,-,-,4,4,4 ,*,4,7,3,-2,9,2,-,18,-,0.67 ,0.61 ,24,-,3,6,0.25 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,8,Longo Giuseppe,-,-,-,6,6,6 ,-,*,1,-,-4,8,1,-,-,-,-,-,3,1,-,1,0.33 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,9,Milan Sebastiano,-,-,-,-,*,*,1,-,2,1,-5,6,3,-,20,2,0.35 ,0.30 ,11,-,1,2,0.18 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,10,Paris Matteo,-,-,-,-,-,*,3,6,-,-,-5,8,1,-,-,-,-,-,2,1,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,11,Persoglia Sandi,-,-,-,2,2,2 ,5,2,9,2,3,15,1,-,2,-,0.50 ,-,8,-,-,6,0.75 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,13,Chinello Alessandro,-,-,-,-,*,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,14,Pierri Francesco,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,23,1,0.43 ,0.30 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,15,Carta Leonardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,18,Sabbi Giulio,-,-,-,3,3,3 ,6,3,25,8,13,18,2,2,-,-,-,-,52,5,2,21,0.40 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1236,14/12/2025 ,18:00 ,1.029 ,€ 2.940 ,O,JV Gioia Del Colle ,Gioia Del Colle ,33,Utro Vincenzo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,1,Barretta Francesco,-,-,-,5,6,5 ,-,-,10,5,1,12,2,-,21,-,0.67 ,0.38 ,19,2,1,8,0.42 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,2,Raso Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,3,Pappalardo Biagio Ottaviano,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,4,Bertozzi Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,5,Lugli Leonardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,6,Putini Pedro Luiz,-,-,-,1,2,1 ,-,-,3,1,2,24,1,1,-,-,-,-,2,-,-,2,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,7,Chillemi Stefano,-,-,-,2,3,2 ,-,-,22,11,14,11,2,-,12,1,0.75 ,0.50 ,32,3,1,19,0.59 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,8,Nastasi Vincenzo,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,18,1,0.72 ,0.50 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,9,Cipolloni Save Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,10,Tomasi Davide,-,-,-,-,-,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,11,Buzzi Daniele,-,-,-,6,1,6 ,-,-,8,3,5,8,2,1,-,-,-,-,10,-,-,6,0.60 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,13,Italia Gianmarco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,15,Garofolo Fabrizio,-,-,-,3,4,3 ,-,-,3,2,-3,11,-,-,-,-,-,-,6,-,-,2,0.33 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,C,Avimecc Modica ,Modica,22,Mariano Pietronorio,-,-,-,4,5,4 ,-,-,12,4,7,7,2,-,-,-,-,-,22,2,1,8,0.36 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,1,Troiani Tommaso,-,-,-,*,*,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,2,Trappetti Francesco,L,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,3,Broccatelli Vittorio,L,-,-,*,*,*,-,-,-,-,-,-,-,-,20,-,0.65 ,0.40 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,5,Giacomini Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,6,Picardo Antonio,-,-,-,4,6,1 ,-,-,2,2,-3,7,-,-,-,-,-,-,6,2,-,-,-,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,7,Martinez Javier,-,-,-,5,4,5 ,-,-,14,3,5,7,2,-,1,-,1.00 ,-,33,1,4,14,0.42 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,8,Biasotto Manuel,-,-,-,1,3,4 ,-,-,6,1,-5,8,2,-,-,-,-,-,8,-,2,6,0.75 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,9,Iovieno Cristian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,10,Darlaczi Ovidiu,-,-,-,*,2,3 ,-,-,5,1,-2,11,2,-,17,-,0.71 ,0.35 ,14,1,2,5,0.36 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,13,Caporossi Umberto,-,-,-,3,-,-,-,-,-,-,-2,2,-,-,5,-,0.60 ,0.40 ,3,-,1,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,15,Hristov Hristo,-,-,-,6,5,6 ,-,-,10,4,-1,10,1,2,21,2,0.67 ,0.24 ,20,4,1,8,0.40 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,17,Bontempo Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1237,14/12/2025 ,16:00 ,355 ,€ 925 ,O,Terni Volley Academy ,Terni Volley Academy,45,Catinelli Guglielminetti Mario,-,-,-,2,1,2 ,-,-,1,-,-4,9,2,-,-,-,-,-,4,-,1,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,1,Fattorini Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,3,Stufano Alessandro,-,-,-,5,5,2 ,5,-,4,1,-4,10,1,-,1,-,-,-,9,-,1,3,0.33 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,5,Mariani Gabriele,-,-,-,6,6,3 ,6,-,5,5,-4,13,3,2,1,-,-,-,6,2,-,3,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,6,Panciocco Marco Rocco,-,-,-,4,4,1 ,4,-,18,9,10,20,2,2,30,3,0.40 ,0.23 ,32,-,-,15,0.47 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,7,Pilotto Enrico,-,-,-,2,2,5 ,2,-,9,2,9,15,-,-,1,-,1.00 ,1.00 ,8,-,-,7,0.88 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,11,Nasari Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,12,Onwuelo Samuel,-,-,-,3,3,6 ,3,-,16,6,7,14,1,2,-,-,-,-,31,2,4,13,0.42 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,14,Soncini Marco,-,-,-,1,1,4 ,1,-,12,6,2,15,2,-,18,4,0.56 ,0.17 ,26,1,2,11,0.42 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,15,Rondoni Andrea,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,15,2,0.47 ,0.20 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,16,Serangeli Alessandro,-,-,-,*,*,*,*,-,-,-,-1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,C,Viridex Sabaudia ,Sabaudia,18,De Vito Armando,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,1,Mazzone Tiziano,-,-,-,6,3,4 ,4,-,18,5,7,13,4,-,19,1,0.26 ,0.05 ,38,5,1,17,0.45 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,2,Tommasi Federico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,3,Bernardis Francesco,-,-,-,2,5,6 ,6,-,1,-,-4,14,1,-,-,-,-,-,6,-,-,1,0.17 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,4,Russo Aidan Kit,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,5,Donati Francesco,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,23,2,0.52 ,0.09 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,6,Marsella Filippo,-,-,-,-,*,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,7,Grottoli Lorenzo,-,-,-,4,1,2 ,2,-,12,3,2,12,2,1,1,-,1.00 ,-,14,-,1,9,0.64 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,8,Cavasin Alberto,-,-,-,*,-,*,3,-,3,1,-3,6,2,1,-,-,-,-,4,-,1,2,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,9,Murabito Edoardo,-,-,-,-,-,-,*,-,1,1,-1,3,1,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,11,Orto Simone,-,-,-,5,2,3 ,*,-,7,6,-,15,3,3,17,-,0.41 ,0.35 ,10,2,-,3,0.30 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,18,Zornetta Luciano,-,-,-,3,6,1 ,1,-,24,8,4,15,6,3,26,4,0.62 ,0.23 ,41,5,3,19,0.46 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Blu,1st,8 ,,1238,13/12/2025 ,17:00 ,256 ,€ 110 ,O,Aurispa DFV Lecce ,Alessano Lecce,19,Mellano Daniele,-,-,-,1,4,5 ,5,-,3,-,-4,7,1,-,-,-,-,-,7,-,-,2,0.29 ,-,1,,,,,,,,
