Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
A3,2023/2024,CUS Cagliari,"Cagliari Cus	",15 ,MISELLI Matteo,Schiacciatore,2000,190,RE,ITA,-,-
A3,2023/2024,CUS Cagliari,"Cagliari Cus	",17 ,DURANTE Andrea,Schiacciatore,1991,190,CA,ITA,-,-
A3,2023/2024,CUS Cagliari,"Cagliari Cus	",18 ,MENICALI Michael,Centrale,1990,203,TO,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",1 ,MISELLI Andrea,Centrale,1994,194,RE,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",2 ,CATELLANI Luca,Libero,1991,185,RE,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",3 ,PAROLARI Raul,Schiacciatore,2003,193,TN,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",5 ,NOVELLO Marco,Schiacciatore,2002,198,TV,ITA,dal 05/07/2023,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",6 ,YORDANOV Zlatan,Schiacciatore,1991,198,BUL,BUL,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",7 ,SCALTRITI Riccardo,Schiacciatore,1994,196,RE,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",8 ,TAULETTA Luca,Centrale,2003,201,MO,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",9 ,MARTINELLI Luca,Palleggiatore,1998,180,VR,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",10 ,FERRARI Jacopo,Centrale,1998,202,RE,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",11 ,DEPALMA Niccolò Antonio,Palleggiatore,2002,195,TN,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",13 ,SOMMAVILLA Riccardo,Libero,1997,172,VR,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",15 ,ZANINI Matteo,Centrale,1994,200,VR,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",16 ,GOLA Edoardo,Schiacciatore,1999,199,MN,ITA,-,-
A3,2023/2024,Gabbiano Mantova,"Mantova Top Team	",17 ,MASSAFELI IASI PEDROSO Murilo,Schiacciatore,2004,201,BRA,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,1 ,MESCHIARI Matteo,Schiacciatore,2002,201,MO,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,2 ,SELLERI Giacomo,Palleggiatore,2005,185,LC,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,3 ,CHINELLO Alessandro,Schiacciatore,2006,197,PD,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,5 ,MARINI Andrea,Libero,2005,175,MB,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,7 ,ICHINO Tommaso,Schiacciatore,2004,202,TO,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,9 ,PRESPOV Iliyan,Schiacciatore,1998,199,BUL,BUL,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,10 ,MANCINI Edoardo,Centrale,2005,198,RM,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,11 ,COMPAGNONI Mirco,Centrale,2003,202,BS,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,12 ,CARPITA Daniele,Schiacciatore,2005,190,MI,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,13 ,VIGANÒ Michele,Centrale,2005,195,MI,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,14 ,CONSONNI Luca,Schiacciatore,2003,185,MI,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,18 ,MELLANO Daniele,Centrale,2002,202,TO,ITA,-,-
A3,2023/2024,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,20 ,PRADA Simone,Palleggiatore,2006,185,MI,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,1 ,APRILE Samuele,Centrale,1997,197,RC,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,2 ,GIAMPIETRI Lorenzo,Centrale,1998,200,RE,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,3 ,SERENARI Michele,Schiacciatore,2004,195,BO,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,4 ,OMAGGI Alessio,Centrale,2001,200,RM,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,5 ,SITTI Alessio,Palleggiatore,1996,182,CH,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,6 ,DONATI Davide,Schiacciatore,2000,195,BO,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,7 ,BACIOCCO Leonardo,Schiacciatore,2000,197,GE,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,9 ,SACRIPANTI Mauro,Schiacciatore,1998,188,RM,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,10 ,RONCHI Fabio,Schiacciatore,2004,192,BO,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,11 ,BRUNETTI Davide,Libero,1995,168,MI,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,12 ,MALETTI Marco,Schiacciatore,1998,195,-,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,16 ,MINELLI Francesco,Palleggiatore,2002,193,BO,ITA,-,-
A3,2023/2024,Geetit Bologna,Bologna Pallavolo,17 ,LISTANSKIS Valdas,Schiacciatore,1997,202,LTU,LTU,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,3 ,QUARANTA Ambrogio,Centrale,2003,197,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,5 ,CALCAGNO Damiano,Schiacciatore,1996,189,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,6 ,GALLO Daniele,Libero,1993,183,TO,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,7 ,CARLEVARIS Andrea,Palleggiatore,1993,180,TO,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,8 ,RAINERO Lorenzo,Centrale,2002,202,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,9 ,GALAVERNA Andrea,Schiacciatore,1994,195,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,10 ,RABBIA Paolo,Libero,1997,175,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,11 ,ROSSATO Luca,Schiacciatore,2001,200,LT,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,14 ,BRUGIAFREDDO Simone,Schiacciatore,2002,194,TO,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,15 ,TURKAJ Kristian,Schiacciatore,2001,197,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,17 ,DUTTO Francesco,Centrale,1991,197,CN,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,18 ,PISTOLESI Matteo,Palleggiatore,1995,194,TO,ITA,-,-
A3,2023/2024,Monge Gerbaudo Savigliano,Savigliano,55 ,VAN DE KAMP Auke,Schiacciatore,1995,202,NED,NED,fino al 07/02/2024,-
A3,2023/2024,Moyashi Garlasco,Garlasco,1 ,PESLAC Milan,Palleggiatore,1998,196,SRB,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,3 ,TOMASSINI Lorenzo,Centrale,2004,195,RA,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,4 ,CAVALCANTI Gustavo,Schiacciatore,2001,193,POR,POR,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,5 ,PEDRONI Matteo,Palleggiatore,2000,182,RE,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,6 ,CHADTCHYN Alexander,Schiacciatore,1998,204,RE,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,7 ,MARTINEZ Javier,Schiacciatore,1995,190,ARG,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,8 ,BIASOTTO Manuel,Centrale,2001,204,GE,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,9 ,VATTOVAZ Luis,Centrale,1999,196,TS,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,10 ,CALITRI Gabriele,Libero,1996,183,FG,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,12 ,ACCORSI Matteo,Schiacciatore,2003,178,MO,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,14 ,ORLANDO BOSCARDINI Andrea,Centrale,2001,205,RI,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,16 ,PULITI Leonardo,Schiacciatore,1991,201,TR,ITA,-,-
A3,2023/2024,Moyashi Garlasco,Garlasco,11 ,COLELLA Nicolò,Schiacciatore,1996,190,BS,ITA,fino al 18/01/2024,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,1 ,RUSSO Daniele,Libero,2002,172,AL,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,2 ,MARTINA Luca,Libero,1998,180,TO,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,3 ,PERASSOLO Emilio,Centrale,1997,195,GE,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,4 ,BARATTI Mirko,Palleggiatore,1997,175,MB,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,5 ,CORROZZATTO Luca,Palleggiatore,1986,191,PN,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,6 ,STAMEGNA Sebastiano,Schiacciatore,2001,192,LT,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,7 ,GRAZIANI Alessandro,Schiacciatore,1991,193,GE,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,8 ,MORCHIO Luca,Centrale,1994,193,AT,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,9 ,MARTINO Matteo,Schiacciatore,1987,198,AL,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,10 ,BETTUCCHI Andrea,Schiacciatore,1994,192,GE,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,11 ,GARRA Filippo,Schiacciatore,2005,198,GE,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,14 ,ESPOSITO Davide,Centrale,1995,203,CN,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,15 ,CESTER Davide,Schiacciatore,1997,197,TV,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,16 ,PASSO Lorenzo,Schiacciatore,2004,188,AL,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,17 ,D'ONOFRIO Lorenzo,Palleggiatore,2005,191,-,ITA,-,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,18 ,FOIS Antonio,Centrale,2006,198,-,ITA,dal 17/10/2023,-
A3,2023/2024,Negrini CTE Acqui Terme,Acqui Terme,13 ,RUSSELLO Riccardo,Centrale,2005,200,-,ITA,dal 17/10/2023 al 06/12/2023,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,1 ,TULONE Calogero,Palleggiatore,1996,185,AG,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,2 ,PARISI Simone,Schiacciatore,2004,192,TV,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,3 ,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,6 ,GIANNOTTI Stefano,Schiacciatore,1989,197,PD,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,7 ,FAVARO Gioele,Schiacciatore,2003,192,PD,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,8 ,GUASTAMACCHIA Francesco,Centrale,2003,193,VE,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,9 ,IORNO Giuseppe,Centrale,1993,195,KR,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,10 ,PALUDET Federico,Libero,2003,172,PN,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,11 ,TREVISIOL Fabio,Centrale,1999,190,VE,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,13 ,LAZZARON Francesco,Palleggiatore,2004,195,PD,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,14 ,TUIS Francesco,Schiacciatore,2004,189,TV,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,15 ,CUNIAL Edoardo,Schiacciatore,2004,198,TV,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,17 ,UMEK David,Schiacciatore,1998,192,TS,ITA,-,-
A3,2023/2024,Personal Time San Donà di Piave,San Donà di Piave,18 ,LAZZARINI Dago,Centrale,2003,197,-,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,1 ,FABRONI Marco,Palleggiatore,1981,190,VA,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,2 ,CURRIDORI Fabio,Palleggiatore,1998,180,PN,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,3 ,NTOTILA Floride,Schiacciatore,1997,185,PN,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,4 ,LECCIS Andrea,Centrale,2001,190,CI,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,6 ,AGOSTINI Filippo,Schiacciatore,1994,190,PG,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,7 ,CIUPA Lukasz Gregorz,Schiacciatore,1990,194,POL,POL,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,8 ,MOCCI Simone,Libero,1999,180,CA,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,9 ,SIDERI Francesco,Schiacciatore,1994,196,CA,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,10 ,CRISTIANO Gabriele,Centrale,1981,205,RM,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,11 ,BEGHELLI Manuel,Schiacciatore,1999,201,BO,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,12 ,GIAFFREDA Francesco,Libero,2000,188,LE,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,14 ,ROMOLI Riccardo,Schiacciatore,1992,190,CA,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,17 ,PISU Gabriele,Centrale,1991,196,CA,ITA,-,-
A3,2023/2024,Sarlux Sarroch,Sarroch,18 ,FORTES Francesco,Centrale,1999,197,PA,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,1 ,SANTI Sebastiano,Libero,1998,180,VE,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,2 ,SAIBENE Alberto,Schiacciatore,1998,192,PD,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,3 ,NARDO Alberto,Schiacciatore,2003,182,TV,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,4 ,MAZZOTTI Matteo,Opposto,1998,190,FC,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,5 ,CATONE Mattia,Palleggiatore,2001,180,TE,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,6 ,MURABITO Edoardo,Centrale,2004,206,RM,ITA,dal 16/10/2023,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,7 ,D'ANNUNZIO Davide,Palleggiatore,2004,187,MI,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,8 ,LAZZARO Samuele,Libero,2001,171,TV,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,9 ,BORTOLOZZO Matteo,Centrale,1989,200,PD,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,11 ,MIAN Riccardo,Schiacciatore,1998,195,UD,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,12 ,LUISETTO Michele,Centrale,1996,190,PD,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,13 ,ARIENTI Alessandro,Centrale,1993,196,FC,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,15 ,PIRAZZOLI Matteo,Libero,2000,188,RA,ITA,dal 25/12/2023,proveniente da Just British Bari
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,16 ,MAZZON Riccardo,Schiacciatore,1996,197,PD,ITA,-,-
A3,2023/2024,Senini Motta di Livenza,Motta di Livenza,10 ,BULFON Andrea,Schiacciatore,1996,198,TS,ITA,fino al 20/12/2023,trasferito a Wimore Salsomaggiore Terme
A3,2023/2024,Stadium Mirandola,Mirandola,1 ,NASARI Andrea,Schiacciatore,1996,192,TO,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,4 ,CAPUA Luca,Schiacciatore,2000,188,MO,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,6 ,SCARPI Enrico,Schiacciatore,1995,190,RA,ITA,dal 19/12/2023,-
A3,2023/2024,Stadium Mirandola,Mirandola,7 ,GOZZI Alessandro,Libero,2005,187,MO,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,9 ,BEVILACQUA Alessandro,Schiacciatore,1994,194,MO,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,10 ,RUSTICHELLI Matteo,Libero,1999,184,RE,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,11 ,SCHINCAGLIA Giovanni,Palleggiatore,2000,192,FE,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,12 ,ALBERGATI Daniele,Schiacciatore,1993,200,BG,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,13 ,BOMBARDI Federico,Centrale,1999,198,MO,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,15 ,RUSTICHELLI Riccardo,Centrale,1996,190,RE,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,18 ,QUARTARONE Davide,Palleggiatore,1986,196,RG,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,21 ,SCAGLIONI Giacomo,Centrale,2002,196,FE,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,22 ,ROSSATTI Federico,Schiacciatore,1994,204,VR,ITA,-,-
A3,2023/2024,Stadium Mirandola,Mirandola,8 ,CANOSSA Matteo,Centrale,1998,192,MO,ITA,fino al 05/01/2024,-
A3,2023/2024,Stadium Mirandola,Mirandola,5 ,SCITA Elia,Schiacciatore,2002,195,PR,ITA,fino al 13/12/2023,trasferito a Wimore Salsomaggiore Terme
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,3 ,LEONI Giacomo,Palleggiatore,1995,192,GE,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,5 ,BOSCHI Federico,Palleggiatore,1987,190,PR,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,7 ,VAN SOLKEMA Rik,Schiacciatore,1999,200,NED,NED,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,9 ,ZECCA Alessandro,Libero,2004,183,RE,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,10 ,CANTAGALLI Marco,Schiacciatore,2002,195,ITA,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,11 ,BELTRAMI Matteo,Schiacciatore,1997,198,PR,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,12 ,BUCCIARELLI Nicholas,Centrale,2001,200,RE,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,14 ,BUSSOLARI Manuel,Centrale,1999,203,PG,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,18 ,ALBERGHINI Riccardo,Centrale,2004,197,MO,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,19 ,RICCÒ Riccardo,Schiacciatore,2005,183,RE,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,20 ,SCITA Elia,Schiacciatore,2002,196,PR,ITA,dal 14/12/2023,proveniente da Stadium Mirandola
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,21 ,MONICA Filippo,Libero,2007,185,PR,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,23 ,CONFORTI Leonardo,Centrale,2007,195,PR,ITA,-,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,30 ,BULFON Andrea,Schiacciatore,1996,198,TS,ITA,dal 21/12/2023,proveniente da Senini Motta di Livenza
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,8 ,MURONI Luca,Schiacciatore,1999,186,PR,ITA,fino al 09/01/2024,-
A3,2023/2024,Wimore Salsomaggiore Terme,ParmaKing,13 ,FERRAGUTI Fabrizio,Schiacciatore,1995,195,MO,ITA,fino al 01/12/2023,trasferito a Yuasa Battery Grottazzolina
A3,2023/2024,Aurispa DelCar Lecce,Alessano,1 ,MAZZONE Tiziano,Schiacciatore,1995,199,RM,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,2 ,MARIANO Pietronorio,Schiacciatore,1999,198,AV,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,3 ,FERRINI Alessio,Schiacciatore,1995,195,RM,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,4 ,CAPPIO Paolo,Libero,1999,186,PE,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,5 ,RUSSO Aidan Kit,Libero,2005,178,GBR,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,7 ,SCAFFIDI Giovanni,Schiacciatore,2000,193,ME,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,8 ,CIPOLLONI SAVE Alessandro,Palleggiatore,2003,183,VT,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,9 ,ARGUELLES SANCHEZ Edwin,Schiacciatore,2003,199,CUB,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,10 ,MONTEIRO Josè,Palleggiatore,1991,184,POR,POR,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,11 ,LANCIANI Filippo,Centrale,2000,200,MC,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,13 ,SCHIATTINO Francesco,Centrale,2002,194,-,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,14 ,SONCINI Marco,Schiacciatore,1996,188,ARG,ITA,dal 02/12/2023,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,17 ,MATANI Massimiliano,Centrale,2002,195,IM,ITA,-,-
A3,2023/2024,Aurispa DelCar Lecce,Alessano,18 ,DESERIO Michele,Centrale,1996,197,BA,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,1 ,TURLÀ Piero,Schiacciatore,2001,186,RG,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,2 ,RASO Andrea,Centrale,1996,193,AG,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,3 ,DI FRANCO Marco,Schiacciatore,2002,198,CT,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,4 ,CAPELLI Riccardo,Schiacciatore,2000,198,MB,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,6 ,PUTINI Pedro Luiz,Palleggiatore,1990,183,POR,BRA,-,-
A3,2023/2024,Avimecc Modica,Modica,7 ,CHILLEMI Stefano,Schiacciatore,1999,194,RG,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,8 ,NASTASI Vincenzo,Libero,1995,182,TP,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,9 ,ITALIA Gianmarco,Schiacciatore,2007,190,-,ITA,dal 02/10/2023,-
A3,2023/2024,Avimecc Modica,Modica,10 ,CASCIO Paolo,Schiacciatore,1998,198,TP,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,11 ,BUZZI Daniele,Centrale,2000,200,GE,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,12 ,TIDONA Carmelo,Centrale,2003,197,RG,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,13 ,LOMBARDO Simone,Libero,1995,180,CT,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,14 ,SPAGNOL Marco,Schiacciatore,2000,200,TV,ITA,-,-
A3,2023/2024,Avimecc Modica,Modica,15 ,LA ROCCA Antonio,Centrale,2005,198,-,ITA,dal 16/10/2023,-
A3,2023/2024,Avimecc Modica,Modica,17 ,GIUDICE Pierpaolo,Palleggiatore,2001,190,RG,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,3 ,MARSILI Sebastiano,Palleggiatore,1996,181,TV,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,4 ,ORAZI Michele,Centrale,1998,195,MC,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,5 ,PAHOR Mitja,Schiacciatore,2000,188,GO,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,6 ,OWUSU Francis,Centrale,2004,195,GHA,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,7 ,FALL Bara,Centrale,1997,201,SEN,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,9 ,PENNA Gaetano,Schiacciatore,2004,206,AV,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,10 ,CASARO Nicolò,Schiacciatore,1994,199,PD,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,11 ,SANFILIPPO Gabriele,Centrale,2000,200,CT,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,12 ,SCROLLAVEZZA Luca,Palleggiatore,1997,192,PC,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,15 ,RAVELLINO Jacopo,Libero,2003,178,AN,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,16 ,D'AMATO Davide,Schiacciatore,2002,203,CN,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,17 ,GABBANELLI Simone,Libero,1991,180,AN,ITA,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,18 ,ZORNETTA Luciano,Schiacciatore,1993,185,ARG,ARG,-,-
A3,2023/2024,Banca Macerata,Montalbano Macerata,23 ,LAZZARETTO Enrico,Schiacciatore,1995,198,PD,ITA,-,-
